'=Observacion	Vista_exterior	Temperatura	Humedad	Viento	*Jugar_tenis
6922	3	3	2	2	0
6923	2	3	2	2	1
6924	1	2	1	1	0
6925	1	3	2	1	1
6926	3	2	2	1	1
6927	1	2	2	2	1
6928	2	2	1	2	1
6929	2	1	2	1	1
6930	3	2	1	2	0
6931	1	1	1	1	0
6932	1	1	1	2	0
6933	2	1	1	1	1
6934	3	2	1	1	1
6935	3	3	2	1	1
6936	3	3	2	2	0
6937	2	3	2	2	1
6938	1	2	1	1	0
6939	1	3	2	1	1
6940	3	2	2	1	1
6941	1	2	2	2	1
6942	2	2	1	2	1
6943	2	1	2	1	1
6944	3	2	1	2	0
6945	1	1	1	1	0
6946	1	1	1	2	0
6947	2	1	1	1	1
6948	3	2	1	1	1
6949	3	3	2	1	1
6950	3	3	2	2	0
6951	2	3	2	2	1
6952	1	2	1	1	0
6953	1	3	2	1	1
6954	3	2	2	1	1
6955	1	2	2	2	1
6956	2	2	1	2	1
6957	2	1	2	1	1
6958	3	2	1	2	0
6959	1	1	1	1	0
6960	1	1	1	2	0
6961	2	1	1	1	1
6962	3	2	1	1	1
6963	3	3	2	1	1
6964	3	3	2	2	0
6965	2	3	2	2	1
6966	1	2	1	1	0
6967	1	3	2	1	1
6968	3	2	2	1	1
6969	1	2	2	2	1
6970	2	2	1	2	1
6971	2	1	2	1	1
6972	3	2	1	2	0
6973	1	1	1	1	0
6974	1	1	1	2	0
6975	2	1	1	1	1
6976	3	2	1	1	1
6977	3	3	2	1	1
6978	3	3	2	2	0
6979	2	3	2	2	1
6980	1	2	1	1	0
6981	1	3	2	1	1
6982	3	2	2	1	1
6983	1	2	2	2	1
6984	2	2	1	2	1
6985	2	1	2	1	1
6986	3	2	1	2	0
6987	1	1	1	1	0
6988	1	1	1	2	0
6989	2	1	1	1	1
6990	3	2	1	1	1
6991	3	3	2	1	1
6992	3	3	2	2	0
6993	2	3	2	2	1
6994	1	2	1	1	0
6995	1	3	2	1	1
6996	3	2	2	1	1
6997	1	2	2	2	1
6998	2	2	1	2	1
6999	2	1	2	1	1
7000	3	2	1	2	0
7001	1	1	1	1	0
7002	1	1	1	2	0
7003	2	1	1	1	1
7004	3	2	1	1	1
7005	3	3	2	1	1
7006	3	3	2	2	0
7007	2	3	2	2	1
7008	1	2	1	1	0
7009	1	3	2	1	1
7010	3	2	2	1	1
7011	1	2	2	2	1
7012	2	2	1	2	1
7013	2	1	2	1	1
7014	3	2	1	2	0
7015	1	1	1	1	0
7016	1	1	1	2	0
7017	2	1	1	1	1
7018	3	2	1	1	1
7019	3	3	2	1	1
7020	3	3	2	2	0
7021	2	3	2	2	1
7022	1	2	1	1	0
7023	1	3	2	1	1
7024	3	2	2	1	1
7025	1	2	2	2	1
7026	2	2	1	2	1
7027	2	1	2	1	1
7028	3	2	1	2	0
7029	1	1	1	1	0
7030	1	1	1	2	0
7031	2	1	1	1	1
7032	3	2	1	1	1
7033	3	3	2	1	1
7034	3	3	2	2	0
7035	2	3	2	2	1
7036	1	2	1	1	0
7037	1	3	2	1	1
7038	3	2	2	1	1
7039	1	2	2	2	1
7040	2	2	1	2	1
7041	2	1	2	1	1
7042	3	2	1	2	0
7043	1	1	1	1	0
7044	1	1	1	2	0
7045	2	1	1	1	1
7046	3	2	1	1	1
7047	3	3	2	1	1
7048	3	3	2	2	0
7049	2	3	2	2	1
7050	1	2	1	1	0
7051	1	3	2	1	1
7052	3	2	2	1	1
7053	1	2	2	2	1
7054	2	2	1	2	1
7055	2	1	2	1	1
7056	3	2	1	2	0
7057	1	1	1	1	0
7058	1	1	1	2	0
7059	2	1	1	1	1
7060	3	2	1	1	1
7061	3	3	2	1	1
7062	3	3	2	2	0
7063	2	3	2	2	1
7064	1	2	1	1	0
7065	1	3	2	1	1
7066	3	2	2	1	1
7067	1	2	2	2	1
7068	2	2	1	2	1
7069	2	1	2	1	1
7070	3	2	1	2	0
7071	1	1	1	1	0
7072	1	1	1	2	0
7073	2	1	1	1	1
7074	3	2	1	1	1
7075	3	3	2	1	1
7076	3	3	2	2	0
7077	2	3	2	2	1
7078	1	2	1	1	0
7079	1	3	2	1	1
7080	3	2	2	1	1
7081	1	2	2	2	1
7082	2	2	1	2	1
7083	2	1	2	1	1
7084	3	2	1	2	0
7085	1	1	1	1	0
7086	1	1	1	2	0
7087	2	1	1	1	1
7088	3	2	1	1	1
7089	3	3	2	1	1
7090	3	3	2	2	0
7091	2	3	2	2	1
7092	1	2	1	1	0
7093	1	3	2	1	1
7094	3	2	2	1	1
7095	1	2	2	2	1
7096	2	2	1	2	1
7097	2	1	2	1	1
7098	3	2	1	2	0
7099	1	1	1	1	0
7100	1	1	1	2	0
7101	2	1	1	1	1
7102	3	2	1	1	1
7103	3	3	2	1	1
7104	3	3	2	2	0
7105	2	3	2	2	1
7106	1	2	1	1	0
7107	1	3	2	1	1
7108	3	2	2	1	1
7109	1	2	2	2	1
7110	2	2	1	2	1
7111	2	1	2	1	1
7112	3	2	1	2	0
7113	1	1	1	1	0
7114	1	1	1	2	0
7115	2	1	1	1	1
7116	3	2	1	1	1
7117	3	3	2	1	1
7118	3	3	2	2	0
7119	2	3	2	2	1
7120	1	2	1	1	0
7121	1	3	2	1	1
7122	3	2	2	1	1
7123	1	2	2	2	1
7124	2	2	1	2	1
7125	2	1	2	1	1
7126	3	2	1	2	0
7127	1	1	1	1	0
7128	1	1	1	2	0
7129	2	1	1	1	1
7130	3	2	1	1	1
7131	3	3	2	1	1
7132	3	3	2	2	0
7133	2	3	2	2	1
7134	1	2	1	1	0
7135	1	3	2	1	1
7136	3	2	2	1	1
7137	1	2	2	2	1
7138	2	2	1	2	1
7139	2	1	2	1	1
7140	3	2	1	2	0
7141	1	1	1	1	0
7142	1	1	1	2	0
7143	2	1	1	1	1
7144	3	2	1	1	1
7145	3	3	2	1	1
7146	3	3	2	2	0
7147	2	3	2	2	1
7148	1	2	1	1	0
7149	1	3	2	1	1
7150	3	2	2	1	1
7151	1	2	2	2	1
7152	2	2	1	2	1
7153	2	1	2	1	1
7154	3	2	1	2	0
7155	1	1	1	1	0
7156	1	1	1	2	0
7157	2	1	1	1	1
7158	3	2	1	1	1
7159	3	3	2	1	1
7160	3	3	2	2	0
7161	2	3	2	2	1
7162	1	2	1	1	0
7163	1	3	2	1	1
7164	3	2	2	1	1
7165	1	2	2	2	1
7166	2	2	1	2	1
7167	2	1	2	1	1
7168	3	2	1	2	0
7169	1	1	1	1	0
7170	1	1	1	2	0
7171	2	1	1	1	1
7172	3	2	1	1	1
7173	3	3	2	1	1
7174	3	3	2	2	0
7175	2	3	2	2	1
7176	1	2	1	1	0
7177	1	3	2	1	1
7178	3	2	2	1	1
7179	1	2	2	2	1
7180	2	2	1	2	1
7181	2	1	2	1	1
7182	3	2	1	2	0
7183	1	1	1	1	0
7184	1	1	1	2	0
7185	2	1	1	1	1
7186	3	2	1	1	1
7187	3	3	2	1	1
7188	3	3	2	2	0
7189	2	3	2	2	1
7190	1	2	1	1	0
7191	1	3	2	1	1
7192	3	2	2	1	1
7193	1	2	2	2	1
7194	2	2	1	2	1
7195	2	1	2	1	1
7196	3	2	1	2	0
7197	1	1	1	1	0
7198	1	1	1	2	0
7199	2	1	1	1	1
7200	3	2	1	1	1
7201	3	3	2	1	1
7202	3	3	2	2	0
7203	2	3	2	2	1
7204	1	2	1	1	0
7205	1	3	2	1	1
7206	3	2	2	1	1
7207	1	2	2	2	1
7208	2	2	1	2	1
7209	2	1	2	1	1
7210	3	2	1	2	0
7211	1	1	1	1	0
7212	1	1	1	2	0
7213	2	1	1	1	1
7214	3	2	1	1	1
7215	3	3	2	1	1
7216	3	3	2	2	0
7217	2	3	2	2	1
7218	1	2	1	1	0
7219	1	3	2	1	1
7220	3	2	2	1	1
7221	1	2	2	2	1
7222	2	2	1	2	1
7223	2	1	2	1	1
7224	3	2	1	2	0
7225	1	1	1	1	0
7226	1	1	1	2	0
7227	2	1	1	1	1
7228	3	2	1	1	1
7229	3	3	2	1	1
7230	3	3	2	2	0
7231	2	3	2	2	1
7232	1	2	1	1	0
7233	1	3	2	1	1
7234	3	2	2	1	1
7235	1	2	2	2	1
7236	2	2	1	2	1
7237	2	1	2	1	1
7238	3	2	1	2	0
7239	1	1	1	1	0
7240	1	1	1	2	0
7241	2	1	1	1	1
7242	3	2	1	1	1
7243	3	3	2	1	1
7244	3	3	2	2	0
7245	2	3	2	2	1
7246	1	2	1	1	0
7247	1	3	2	1	1
7248	3	2	2	1	1
7249	1	2	2	2	1
7250	2	2	1	2	1
7251	2	1	2	1	1
7252	3	2	1	2	0
7253	1	1	1	1	0
7254	1	1	1	2	0
7255	2	1	1	1	1
7256	3	2	1	1	1
7257	3	3	2	1	1
7258	3	3	2	2	0
7259	2	3	2	2	1
7260	1	2	1	1	0
7261	1	3	2	1	1
7262	3	2	2	1	1
7263	1	2	2	2	1
7264	2	2	1	2	1
7265	2	1	2	1	1
7266	3	2	1	2	0
7267	1	1	1	1	0
7268	1	1	1	2	0
7269	2	1	1	1	1
7270	3	2	1	1	1
7271	3	3	2	1	1
7272	3	3	2	2	0
7273	2	3	2	2	1
7274	1	2	1	1	0
7275	1	3	2	1	1
7276	3	2	2	1	1
7277	1	2	2	2	1
7278	2	2	1	2	1
7279	2	1	2	1	1
7280	3	2	1	2	0
7281	1	1	1	1	0
7282	1	1	1	2	0
7283	2	1	1	1	1
7284	3	2	1	1	1
7285	3	3	2	1	1
7286	3	3	2	2	0
7287	2	3	2	2	1
7288	1	2	1	1	0
7289	1	3	2	1	1
7290	3	2	2	1	1
7291	1	2	2	2	1
7292	2	2	1	2	1
7293	2	1	2	1	1
7294	3	2	1	2	0
7295	1	1	1	1	0
7296	1	1	1	2	0
7297	2	1	1	1	1
7298	3	2	1	1	1
7299	3	3	2	1	1
7300	3	3	2	2	0
7301	2	3	2	2	1
7302	1	2	1	1	0
7303	1	3	2	1	1
7304	3	2	2	1	1
7305	1	2	2	2	1
7306	2	2	1	2	1
7307	2	1	2	1	1
7308	3	2	1	2	0
7309	1	1	1	1	0
7310	1	1	1	2	0
7311	2	1	1	1	1
7312	3	2	1	1	1
7313	3	3	2	1	1
7314	3	3	2	2	0
7315	2	3	2	2	1
7316	1	2	1	1	0
7317	1	3	2	1	1
7318	3	2	2	1	1
7319	1	2	2	2	1
7320	2	2	1	2	1
7321	2	1	2	1	1
7322	3	2	1	2	0
7323	1	1	1	1	0
7324	1	1	1	2	0
7325	2	1	1	1	1
7326	3	2	1	1	1
7327	3	3	2	1	1
7328	3	3	2	2	0
7329	2	3	2	2	1
7330	1	2	1	1	0
7331	1	3	2	1	1
7332	3	2	2	1	1
7333	1	2	2	2	1
7334	2	2	1	2	1
7335	2	1	2	1	1
7336	3	2	1	2	0
7337	1	1	1	1	0
7338	1	1	1	2	0
7339	2	1	1	1	1
7340	3	2	1	1	1
7341	3	3	2	1	1
7342	3	3	2	2	0
7343	2	3	2	2	1
7344	1	2	1	1	0
7345	1	3	2	1	1
7346	3	2	2	1	1
7347	1	2	2	2	1
7348	2	2	1	2	1
7349	2	1	2	1	1
7350	3	2	1	2	0
7351	1	1	1	1	0
7352	1	1	1	2	0
7353	2	1	1	1	1
7354	3	2	1	1	1
7355	3	3	2	1	1
7356	3	3	2	2	0
7357	2	3	2	2	1
7358	1	2	1	1	0
7359	1	3	2	1	1
7360	3	2	2	1	1
7361	1	2	2	2	1
7362	2	2	1	2	1
7363	2	1	2	1	1
7364	3	2	1	2	0
7365	1	1	1	1	0
7366	1	1	1	2	0
7367	2	1	1	1	1
7368	3	2	1	1	1
7369	3	3	2	1	1
7370	3	3	2	2	0
7371	2	3	2	2	1
7372	1	2	1	1	0
7373	1	3	2	1	1
7374	3	2	2	1	1
7375	1	2	2	2	1
7376	2	2	1	2	1
7377	2	1	2	1	1
7378	3	2	1	2	0
7379	1	1	1	1	0
7380	1	1	1	2	0
7381	2	1	1	1	1
7382	3	2	1	1	1
7383	3	3	2	1	1
7384	3	3	2	2	0
7385	2	3	2	2	1
7386	1	2	1	1	0
7387	1	3	2	1	1
7388	3	2	2	1	1
7389	1	2	2	2	1
7390	2	2	1	2	1
7391	2	1	2	1	1
7392	3	2	1	2	0
7393	1	1	1	1	0
7394	1	1	1	2	0
7395	2	1	1	1	1
7396	3	2	1	1	1
7397	3	3	2	1	1
7398	3	3	2	2	0
7399	2	3	2	2	1
7400	1	2	1	1	0
7401	1	3	2	1	1
7402	3	2	2	1	1
7403	1	2	2	2	1
7404	2	2	1	2	1
7405	2	1	2	1	1
7406	3	2	1	2	0
7407	1	1	1	1	0
7408	1	1	1	2	0
7409	2	1	1	1	1
7410	3	2	1	1	1
7411	3	3	2	1	1
7412	3	3	2	2	0
7413	2	3	2	2	1
7414	1	2	1	1	0
7415	1	3	2	1	1
7416	3	2	2	1	1
7417	1	2	2	2	1
7418	2	2	1	2	1
7419	2	1	2	1	1
7420	3	2	1	2	0
7421	1	1	1	1	0
7422	1	1	1	2	0
7423	2	1	1	1	1
7424	3	2	1	1	1
7425	3	3	2	1	1
7426	3	3	2	2	0
7427	2	3	2	2	1
7428	1	2	1	1	0
7429	1	3	2	1	1
7430	3	2	2	1	1
7431	1	2	2	2	1
7432	2	2	1	2	1
7433	2	1	2	1	1
7434	3	2	1	2	0
7435	1	1	1	1	0
7436	1	1	1	2	0
7437	2	1	1	1	1
7438	3	2	1	1	1
7439	3	3	2	1	1
7440	3	3	2	2	0
7441	2	3	2	2	1
7442	1	2	1	1	0
7443	1	3	2	1	1
7444	3	2	2	1	1
7445	1	2	2	2	1
7446	2	2	1	2	1
7447	2	1	2	1	1
7448	3	2	1	2	0
7449	1	1	1	1	0
7450	1	1	1	2	0
7451	2	1	1	1	1
7452	3	2	1	1	1
7453	3	3	2	1	1
7454	3	3	2	2	0
7455	2	3	2	2	1
7456	1	2	1	1	0
7457	1	3	2	1	1
7458	3	2	2	1	1
7459	1	2	2	2	1
7460	2	2	1	2	1
7461	2	1	2	1	1
7462	3	2	1	2	0
7463	1	1	1	1	0
7464	1	1	1	2	0
7465	2	1	1	1	1
7466	3	2	1	1	1
7467	3	3	2	1	1
7468	3	3	2	2	0
7469	2	3	2	2	1
7470	1	2	1	1	0
7471	1	3	2	1	1
7472	3	2	2	1	1
7473	1	2	2	2	1
7474	2	2	1	2	1
7475	2	1	2	1	1
7476	3	2	1	2	0
7477	1	1	1	1	0
7478	1	1	1	2	0
7479	2	1	1	1	1
7480	3	2	1	1	1
7481	3	3	2	1	1
7482	3	3	2	2	0
7483	2	3	2	2	1
7484	1	2	1	1	0
7485	1	3	2	1	1
7486	3	2	2	1	1
7487	1	2	2	2	1
7488	2	2	1	2	1
7489	2	1	2	1	1
7490	3	2	1	2	0
7491	1	1	1	1	0
7492	1	1	1	2	0
7493	2	1	1	1	1
7494	3	2	1	1	1
7495	3	3	2	1	1
7496	3	3	2	2	0
7497	2	3	2	2	1
7498	1	2	1	1	0
7499	1	3	2	1	1
7500	3	2	2	1	1
7501	1	2	2	2	1
7502	2	2	1	2	1
7503	2	1	2	1	1
7504	3	2	1	2	0
7505	1	1	1	1	0
7506	1	1	1	2	0
7507	2	1	1	1	1
7508	3	2	1	1	1
7509	3	3	2	1	1
7510	3	3	2	2	0
7511	2	3	2	2	1
7512	1	2	1	1	0
7513	1	3	2	1	1
7514	3	2	2	1	1
7515	1	2	2	2	1
7516	2	2	1	2	1
7517	2	1	2	1	1
7518	3	2	1	2	0
7519	1	1	1	1	0
7520	1	1	1	2	0
7521	2	1	1	1	1
7522	3	2	1	1	1
7523	3	3	2	1	1
7524	3	3	2	2	0
7525	2	3	2	2	1
7526	1	2	1	1	0
7527	1	3	2	1	1
7528	3	2	2	1	1
7529	1	2	2	2	1
7530	2	2	1	2	1
7531	2	1	2	1	1
7532	3	2	1	2	0
7533	1	1	1	1	0
7534	1	1	1	2	0
7535	2	1	1	1	1
7536	3	2	1	1	1
7537	3	3	2	1	1
7538	3	3	2	2	0
7539	2	3	2	2	1
7540	1	2	1	1	0
7541	1	3	2	1	1
7542	3	2	2	1	1
7543	1	2	2	2	1
7544	2	2	1	2	1
7545	2	1	2	1	1
7546	3	2	1	2	0
7547	1	1	1	1	0
7548	1	1	1	2	0
7549	2	1	1	1	1
7550	3	2	1	1	1
7551	3	3	2	1	1
7552	3	3	2	2	0
7553	2	3	2	2	1
7554	1	2	1	1	0
7555	1	3	2	1	1
7556	3	2	2	1	1
7557	1	2	2	2	1
7558	2	2	1	2	1
7559	2	1	2	1	1
7560	3	2	1	2	0
7561	1	1	1	1	0
7562	1	1	1	2	0
7563	2	1	1	1	1
7564	3	2	1	1	1
7565	3	3	2	1	1
7566	3	3	2	2	0
7567	2	3	2	2	1
7568	1	2	1	1	0
7569	1	3	2	1	1
7570	3	2	2	1	1
7571	1	2	2	2	1
7572	2	2	1	2	1
7573	2	1	2	1	1
7574	3	2	1	2	0
7575	1	1	1	1	0
7576	1	1	1	2	0
7577	2	1	1	1	1
7578	3	2	1	1	1
7579	3	3	2	1	1
7580	3	3	2	2	0
7581	2	3	2	2	1
7582	1	2	1	1	0
7583	1	3	2	1	1
7584	3	2	2	1	1
7585	1	2	2	2	1
7586	2	2	1	2	1
7587	2	1	2	1	1
7588	3	2	1	2	0
7589	1	1	1	1	0
7590	1	1	1	2	0
7591	2	1	1	1	1
7592	3	2	1	1	1
7593	3	3	2	1	1
7594	3	3	2	2	0
7595	2	3	2	2	1
7596	1	2	1	1	0
7597	1	3	2	1	1
7598	3	2	2	1	1
7599	1	2	2	2	1
7600	2	2	1	2	1
7601	2	1	2	1	1
7602	3	2	1	2	0
7603	1	1	1	1	0
7604	1	1	1	2	0
7605	2	1	1	1	1
7606	3	2	1	1	1
7607	3	3	2	1	1
7608	3	3	2	2	0
7609	2	3	2	2	1
7610	1	2	1	1	0
7611	1	3	2	1	1
7612	3	2	2	1	1
7613	1	2	2	2	1
7614	2	2	1	2	1
7615	2	1	2	1	1
7616	3	2	1	2	0
7617	1	1	1	1	0
7618	1	1	1	2	0
7619	2	1	1	1	1
7620	3	2	1	1	1
7621	3	3	2	1	1
7622	3	3	2	2	0
7623	2	3	2	2	1
7624	1	2	1	1	0
7625	1	3	2	1	1
7626	3	2	2	1	1
7627	1	2	2	2	1
7628	2	2	1	2	1
7629	2	1	2	1	1
7630	3	2	1	2	0
7631	1	1	1	1	0
7632	1	1	1	2	0
7633	2	1	1	1	1
7634	3	2	1	1	1
7635	3	3	2	1	1
7636	3	3	2	2	0
7637	2	3	2	2	1
7638	1	2	1	1	0
7639	1	3	2	1	1
7640	3	2	2	1	1
7641	1	2	2	2	1
7642	2	2	1	2	1
7643	2	1	2	1	1
7644	3	2	1	2	0
7645	1	1	1	1	0
7646	1	1	1	2	0
7647	2	1	1	1	1
7648	3	2	1	1	1
7649	3	3	2	1	1
7650	3	3	2	2	0
7651	2	3	2	2	1
7652	1	2	1	1	0
7653	1	3	2	1	1
7654	3	2	2	1	1
7655	1	2	2	2	1
7656	2	2	1	2	1
7657	2	1	2	1	1
7658	3	2	1	2	0
7659	1	1	1	1	0
7660	1	1	1	2	0
7661	2	1	1	1	1
7662	3	2	1	1	1
7663	3	3	2	1	1
7664	3	3	2	2	0
7665	2	3	2	2	1
7666	1	2	1	1	0
7667	1	3	2	1	1
7668	3	2	2	1	1
7669	1	2	2	2	1
7670	2	2	1	2	1
7671	2	1	2	1	1
7672	3	2	1	2	0
7673	1	1	1	1	0
7674	1	1	1	2	0
7675	2	1	1	1	1
7676	3	2	1	1	1
7677	3	3	2	1	1
7678	3	3	2	2	0
7679	2	3	2	2	1
7680	1	2	1	1	0
7681	1	3	2	1	1
7682	3	2	2	1	1
7683	1	2	2	2	1
7684	2	2	1	2	1
7685	2	1	2	1	1
7686	3	2	1	2	0
7687	1	1	1	1	0
7688	1	1	1	2	0
7689	2	1	1	1	1
7690	3	2	1	1	1
7691	3	3	2	1	1
7692	3	3	2	2	0
7693	2	3	2	2	1
7694	1	2	1	1	0
7695	1	3	2	1	1
7696	3	2	2	1	1
7697	1	2	2	2	1
7698	2	2	1	2	1
7699	2	1	2	1	1
7700	3	2	1	2	0
7701	1	1	1	1	0
7702	1	1	1	2	0
7703	2	1	1	1	1
7704	3	2	1	1	1
7705	3	3	2	1	1
7706	3	3	2	2	0
7707	2	3	2	2	1
7708	1	2	1	1	0
7709	1	3	2	1	1
7710	3	2	2	1	1
7711	1	2	2	2	1
7712	2	2	1	2	1
7713	2	1	2	1	1
7714	3	2	1	2	0
7715	1	1	1	1	0
7716	1	1	1	2	0
7717	2	1	1	1	1
7718	3	2	1	1	1
7719	3	3	2	1	1
7720	3	3	2	2	0
7721	2	3	2	2	1
7722	1	2	1	1	0
7723	1	3	2	1	1
7724	3	2	2	1	1
7725	1	2	2	2	1
7726	2	2	1	2	1
7727	2	1	2	1	1
7728	3	2	1	2	0
7729	1	1	1	1	0
7730	1	1	1	2	0
7731	2	1	1	1	1
7732	3	2	1	1	1
7733	3	3	2	1	1
7734	3	3	2	2	0
7735	2	3	2	2	1
7736	1	2	1	1	0
7737	1	3	2	1	1
7738	3	2	2	1	1
7739	1	2	2	2	1
7740	2	2	1	2	1
7741	2	1	2	1	1
7742	3	2	1	2	0
7743	1	1	1	1	0
7744	1	1	1	2	0
7745	2	1	1	1	1
7746	3	2	1	1	1
7747	3	3	2	1	1
7748	3	3	2	2	0
7749	2	3	2	2	1
7750	1	2	1	1	0
7751	1	3	2	1	1
7752	3	2	2	1	1
7753	1	2	2	2	1
7754	2	2	1	2	1
7755	2	1	2	1	1
7756	3	2	1	2	0
7757	1	1	1	1	0
7758	1	1	1	2	0
7759	2	1	1	1	1
7760	3	2	1	1	1
7761	3	3	2	1	1
7762	3	3	2	2	0
7763	2	3	2	2	1
7764	1	2	1	1	0
7765	1	3	2	1	1
7766	3	2	2	1	1
7767	1	2	2	2	1
7768	2	2	1	2	1
7769	2	1	2	1	1
7770	3	2	1	2	0
7771	1	1	1	1	0
7772	1	1	1	2	0
7773	2	1	1	1	1
7774	3	2	1	1	1
7775	3	3	2	1	1
7776	3	3	2	2	0
7777	2	3	2	2	1
7778	1	2	1	1	0
7779	1	3	2	1	1
7780	3	2	2	1	1
7781	1	2	2	2	1
7782	2	2	1	2	1
7783	2	1	2	1	1
7784	3	2	1	2	0
7785	1	1	1	1	0
7786	1	1	1	2	0
7787	2	1	1	1	1
7788	3	2	1	1	1
7789	3	3	2	1	1
7790	3	3	2	2	0
7791	2	3	2	2	1
7792	1	2	1	1	0
7793	1	3	2	1	1
7794	3	2	2	1	1
7795	1	2	2	2	1
7796	2	2	1	2	1
7797	2	1	2	1	1
7798	3	2	1	2	0
7799	1	1	1	1	0
7800	1	1	1	2	0
7801	2	1	1	1	1
7802	3	2	1	1	1
7803	3	3	2	1	1
7804	3	3	2	2	0
7805	2	3	2	2	1
7806	1	2	1	1	0
7807	1	3	2	1	1
7808	3	2	2	1	1
7809	1	2	2	2	1
7810	2	2	1	2	1
7811	2	1	2	1	1
7812	3	2	1	2	0
7813	1	1	1	1	0
7814	1	1	1	2	0
7815	2	1	1	1	1
7816	3	2	1	1	1
7817	3	3	2	1	1
7818	3	3	2	2	0
7819	2	3	2	2	1
7820	1	2	1	1	0
7821	1	3	2	1	1
7822	3	2	2	1	1
7823	1	2	2	2	1
7824	2	2	1	2	1
7825	2	1	2	1	1
7826	3	2	1	2	0
7827	1	1	1	1	0
7828	1	1	1	2	0
7829	2	1	1	1	1
7830	3	2	1	1	1
7831	3	3	2	1	1
7832	3	3	2	2	0
7833	2	3	2	2	1
7834	1	2	1	1	0
7835	1	3	2	1	1
7836	3	2	2	1	1
7837	1	2	2	2	1
7838	2	2	1	2	1
7839	2	1	2	1	1
7840	3	2	1	2	0
7841	1	1	1	1	0
7842	1	1	1	2	0
7843	2	1	1	1	1
7844	3	2	1	1	1
7845	3	3	2	1	1
7846	3	3	2	2	0
7847	2	3	2	2	1
7848	1	2	1	1	0
7849	1	3	2	1	1
7850	3	2	2	1	1
7851	1	2	2	2	1
7852	2	2	1	2	1
7853	2	1	2	1	1
7854	3	2	1	2	0
7855	1	1	1	1	0
7856	1	1	1	2	0
7857	2	1	1	1	1
7858	3	2	1	1	1
7859	3	3	2	1	1
7860	3	3	2	2	0
7861	2	3	2	2	1
7862	1	2	1	1	0
7863	1	3	2	1	1
7864	3	2	2	1	1
7865	1	2	2	2	1
7866	2	2	1	2	1
7867	2	1	2	1	1
7868	3	2	1	2	0
7869	1	1	1	1	0
7870	1	1	1	2	0
7871	2	1	1	1	1
7872	3	2	1	1	1
7873	3	3	2	1	1
7874	3	3	2	2	0
7875	2	3	2	2	1
7876	1	2	1	1	0
7877	1	3	2	1	1
7878	3	2	2	1	1
7879	1	2	2	2	1
7880	2	2	1	2	1
7881	2	1	2	1	1
7882	3	2	1	2	0
7883	1	1	1	1	0
7884	1	1	1	2	0
7885	2	1	1	1	1
7886	3	2	1	1	1
7887	3	3	2	1	1
7888	3	3	2	2	0
7889	2	3	2	2	1
7890	1	2	1	1	0
7891	1	3	2	1	1
7892	3	2	2	1	1
7893	1	2	2	2	1
7894	2	2	1	2	1
7895	2	1	2	1	1
7896	3	2	1	2	0
7897	1	1	1	1	0
7898	1	1	1	2	0
7899	2	1	1	1	1
7900	3	2	1	1	1
7901	3	3	2	1	1
7902	3	3	2	2	0
7903	2	3	2	2	1
7904	1	2	1	1	0
7905	1	3	2	1	1
7906	3	2	2	1	1
7907	1	2	2	2	1
7908	2	2	1	2	1
7909	2	1	2	1	1
7910	3	2	1	2	0
7911	1	1	1	1	0
7912	1	1	1	2	0
7913	2	1	1	1	1
7914	3	2	1	1	1
7915	3	3	2	1	1
7916	3	3	2	2	0
7917	2	3	2	2	1
7918	1	2	1	1	0
7919	1	3	2	1	1
7920	3	2	2	1	1
7921	1	2	2	2	1
7922	2	2	1	2	1
7923	2	1	2	1	1
7924	3	2	1	2	0
7925	1	1	1	1	0
7926	1	1	1	2	0
7927	2	1	1	1	1
7928	3	2	1	1	1
7929	3	3	2	1	1
7930	3	3	2	2	0
7931	2	3	2	2	1
7932	1	2	1	1	0
7933	1	3	2	1	1
7934	3	2	2	1	1
7935	1	2	2	2	1
7936	2	2	1	2	1
7937	2	1	2	1	1
7938	3	2	1	2	0
7939	1	1	1	1	0
7940	1	1	1	2	0
7941	2	1	1	1	1
7942	3	2	1	1	1
7943	3	3	2	1	1
7944	3	3	2	2	0
7945	2	3	2	2	1
7946	1	2	1	1	0
7947	1	3	2	1	1
7948	3	2	2	1	1
7949	1	2	2	2	1
7950	2	2	1	2	1
7951	2	1	2	1	1
7952	3	2	1	2	0
7953	1	1	1	1	0
7954	1	1	1	2	0
7955	2	1	1	1	1
7956	3	2	1	1	1
7957	3	3	2	1	1
7958	3	3	2	2	0
7959	2	3	2	2	1
7960	1	2	1	1	0
7961	1	3	2	1	1
7962	3	2	2	1	1
7963	1	2	2	2	1
7964	2	2	1	2	1
7965	2	1	2	1	1
7966	3	2	1	2	0
7967	1	1	1	1	0
7968	1	1	1	2	0
7969	2	1	1	1	1
7970	3	2	1	1	1
7971	3	3	2	1	1
7972	3	3	2	2	0
7973	2	3	2	2	1
7974	1	2	1	1	0
7975	1	3	2	1	1
7976	3	2	2	1	1
7977	1	2	2	2	1
7978	2	2	1	2	1
7979	2	1	2	1	1
7980	3	2	1	2	0
7981	1	1	1	1	0
7982	1	1	1	2	0
7983	2	1	1	1	1
7984	3	2	1	1	1
7985	3	3	2	1	1
7986	3	3	2	2	0
7987	2	3	2	2	1
7988	1	2	1	1	0
7989	1	3	2	1	1
7990	3	2	2	1	1
7991	1	2	2	2	1
7992	2	2	1	2	1
7993	2	1	2	1	1
7994	3	2	1	2	0
